Correct,cdfRatioOfSums1,cdfRatioOfSums2,cdfRatioOfSums3,cdfRatioOfSums4,cdfRatioOfSums5,tOrthoVStParaAbs,hOrthoVShParaAbs,validFrameLength
1,1.07374,1.25292,1.06948,0.87324,0.81185,0.62847,0.51273,51
0,1.054507492,1.112235705,1.009519771,0.957900283,0.989609104,0.63638,0.37976,110
1,0.89793,0.85168,0.85686,0.92786,0.97401,0.3672,0.35156,348
1,0.92329,0.91407,0.87169,0.92191,0.95478,0.69303,0.15111,11
0,0.877701125,0.822578124,0.842176183,0.923941163,0.965661092,0.49656,0.3416,139
0,1.514348452,1.53287245,1.265342275,1.211988995,1.163521281,0.30335,0.31662,40
0,1.106953884,1.14310536,1.064758619,1.05879488,1.040528589,0.40806,0.35104,581
0,1.24542307,1.211563159,1.123254743,1.095290252,1.061345786,0.40815,0.25733,99
0,1.264446299,1.273171725,1.106868117,1.087027415,1.045314378,0.2528,0.29904,148
0,0.901875902,0.823058816,1.042992136,1.195628781,1.187098612,0.34172,0.38189,33
1,0.8679,0.87414,0.98792,0.96592,0.95753,0.31593,0.51513,803
0,1.148395691,1.224514786,1.2214188,1.268665237,1.272993444,1.12831,0.45531,64
0,1.197518741,1.255871198,1.099408518,1.088601256,1.036774388,0.57592,0.19848,698
0,0.99526255,0.877462379,0.940353385,1.101697716,1.10190409,0.3095,0.21832,113
1,1.206214417,1.632546446,1.452875968,1.090905124,0.911793132,3.74708,0.73352,10
1,1.07345,1.03687,0.9458,0.8979,0.91823,0.2983,0.51085,3320
1,1.14815,1.21982,1.07746,0.86863,0.91648,0,0,5
0,0.884799151,0.931436928,1.008725475,1.087642209,1.073445115,0.48739,0.43644,2223
1,0.80679,0.6,0.65605,0.83473,0.97074,0,0,2
1,0.75949,0.57143,0.62963,0.80769,0.97474,0,0,2
0,1.046495809,1.138524245,1.154201293,1.137371761,1.067429523,0.3578,0.37664,769
1,1.0677,1.1545,0.9845,0.9204,0.9175,0.47427,0.50549,223
1,0.94026,0.83671,0.87085,0.88664,0.86884,0.23884,0.46419,809
0,1.151516547,1.422212109,1.225805661,1.177218468,1.185564566,0,0,1
0,1.118405601,1.320689928,1.178231004,1.142178363,1.130761228,0.24822,0.1514,40
0,1.021732245,1.122032225,1.100134216,1.14062803,1.172058134,0.52298,0.22596,159
1,0.90477,0.8063,0.8684,0.88246,0.83517,0.21377,0.42077,340
0,1.039738818,1.014301653,0.990756244,1.032748453,1.096791884,0.42701,0.21687,741
0,1.201821962,1.189343482,1.194700309,1.146986294,1.146342023,0.41626,0.17067,889
0,0.978339562,0.986514349,1.00715077,1.035357457,1.065552809,0.46915,0.21732,1636
0,0.91214244,0.975790634,1.039803685,1.011674726,0.986670087,0.47,0.26656,1995
1,0.88588,0.94487,1.0452,1.02448,0.98817,0.19003,0.30131,70
0,1.091548143,1.089858863,1.122498232,1.047888505,1.024076027,0,0,5
1,1.01726,1.03077,1.05805,1.00609,0.96882,0.28472,0.75521,6226
0,0.956644855,0.941592987,0.895591897,1.003159954,1.18267616,0.73085,0.39463,7111
1,0.98767,0.78069,0.74978,0.82757,0.93639,0.28049,0.7291,281
0,1.191199419,1.548083473,1.53033897,1.234598385,1.143053095,0.31411,0.40526,13
1,0.93861,0.71681,0.66456,0.8163,0.9157,0,0,2
0,1.086330701,1.304001982,1.355601345,1.214314337,1.096671602,0.26975,0.12073,50
0,1.026831097,1.301320841,1.315720225,1.160388962,1.141526449,0.86603,0.34659,7
0,1.009163202,1.209672542,1.25,1.086531357,0.989863795,0.38902,0.02282,3
1,0.88223,0.76859,0.73304,0.83427,0.87359,0.21225,0.54288,172
0,0.89694143,1.141265892,1.268552582,1.103996467,1.067475101,0.39149,0.20861,55
1,0.74834,0.67671,0.68013,0.80924,0.90895,0.51532,0.56471,201
1,0.8887,0.77276,0.77283,0.80846,0.87436,0.22609,0.37915,85
1,0.9125,0.84396,0.80788,0.87966,0.81567,0.03147,0.02548,4
1,0.9556,0.81835,0.77677,0.86858,0.85662,0.21528,0.55126,100
1,0.90416,0.80951,0.78517,0.86117,0.86167,0.22039,0.32807,19
1,1.15351,0.98046,0.93394,0.93866,0.92445,0.1589,0.35615,102
0,0.874492794,1.011500764,1.182061042,1.244307294,1.338831468,0.63741,0.14912,71
0,0.75146724,0.848997334,0.987079134,1.062823497,1.126874838,0.42374,0.17349,402
0,0.789085371,0.887075313,1.002596726,1.056077727,1.117593151,0.59455,0.19803,93
1,1.08451,1.18367,1.12403,0.98042,0.87805,0,0,2
0,0.959287825,0.836330183,0.88226212,1.026968185,1.109274645,0.38832,0.19156,9
0,0.960928641,0.963595367,1.017946395,1.070709666,1.128260673,0.48162,0.27229,2069
0,0.891710658,0.961482991,1.019243314,1.071845826,1.113474151,0.40686,0.16817,2978
1,0.93581,0.97602,0.97243,0.89861,0.85925,0.20329,0.44254,2858
1,0.94059,0.89906,0.87225,0.84763,0.81283,0.24071,0.43791,6524
0,1.058324249,1.279099514,1.285611437,1.172346686,1.162750137,0.44168,0.22808,523
0,1.46667,1.46341,1.22807,1.14286,1.09884,0,0,1
0,1.153163126,1.133170157,1.111975981,1.161278335,1.166167158,0.49035,0.31485,1007
1,1.17354,1.1448,1.06209,0.97466,0.8893,0.24299,0.44492,12270
0,0.990501095,1.004126962,1.010356151,0.974279034,0.965931593,0.52393,0.24913,5563
0,1.002234984,0.996810207,0.991266938,1.010642061,1.044190126,0.48147,0.21588,1188
1,0.9978,0.97825,0.93556,0.82764,0.81222,0.20213,0.50521,3570
0,0.947193938,1.02574623,1.095794341,1.154987815,1.149874664,0.39769,0.32539,1529
0,1.025136343,0.987469018,1.036183529,1.161251364,1.207598208,0.47004,0.20185,6354
1,0.87515,0.89293,0.85915,0.87417,0.91065,0.2368,1.35637,12
0,0.900762946,0.958497077,0.922900862,0.96828855,1.106292592,1.36873,0.08344,9
1,0.96645,0.9334,0.89558,0.85423,0.86586,0.19527,0.49277,6727
1,0.91261,0.93202,0.94084,0.89962,0.88158,0.21201,0.48509,5664
0,0.96739,0.95759,0.93711,0.89425,0.8998,0,0,3
0,1.03125,0.85437,0.68391,0.82143,0.92857,0,0,1
0,1.04362,0.86395,0.68677,0.84545,0.95503,0,0,3
1,0.96969697,1.119043889,1.433342411,1.177412518,1.032524522,0,0,1
1,0.96969697,1.069770427,1.474143523,1.170206541,1.058201058,0,0,1
1,1.065575517,1.493428913,1.640769849,1.257229067,1.063897696,0,0,2
0,1.001001001,1.043906716,1.021784444,1.145921665,1.096924224,0.46933,0.18834,90
0,1.01209453,0.920352679,0.830523396,1.053374485,1.057060104,0.14022,0.06592,10
0,0.989256673,0.830875327,0.740296563,0.993601208,1.122258883,0.92675,0.25977,5
1,0.90909,0.8,0.77871,0.81227,0.91116,0,0,3
0,0.949216896,0.833910121,0.754967687,0.995302174,1.140003876,0.43857,0.16565,12
1,1,1.19014,1.22581,0.85629,0.75542,0,0,2
0,0.907548077,0.767748424,0.649553107,0.800134423,1.042872488,0.31555,0.30351,12
1,0.95982,0.84666,0.8487,0.90383,0.97597,0.36896,1.23939,10
0,1.096779854,1.314284963,1.297875378,1.146105533,1.063004263,0,0,1
0,1.014888413,1.055520372,1.098864873,1.110814894,1.069049935,0.94418,0.28912,49
0,0.948118932,0.778379725,0.699863527,0.979854198,1.102961451,0.42764,0.23115,27
1,0.90971,0.87684,0.88247,0.89627,0.90745,0.18115,0.47258,1607
0,1.105607642,1.137488199,1.265983036,1.329398314,1.37166685,0.87229,0.12919,38
1,0.83573,0.73913,0.73333,0.76923,0.81356,0,0,1
0,1.218397807,1.215687228,1.223077017,1.307976038,1.367970342,0,0,3
0,1.216397032,1.217389187,1.402308199,1.308369641,1.273350057,0,0,2
1,0.79412,0.85,0.7963,0.74737,0.76759,0,0,1
1,0.7824,0.8289,0.86538,0.78601,0.75936,0.14205,0.45104,19
0,1.330548053,1.285677552,1.087086499,1.140797189,1.284934147,0.4562,0.32344,32
1,0.611045254,0.672653281,0.998931144,0.924060692,0.785225203,1.33333,1.01487,8
0,1.576093809,1.391672233,0.953125298,1.036720645,1.220524337,2.16504,0.32203,4
1,0.72013,0.7572,0.71653,0.71731,0.75854,0.2493,0.50808,353
1,0.61552,0.62189,0.62723,0.72491,0.83885,0.12937,0.83712,75
0,1.489336352,1.443751444,1.471237311,1.384312965,1.27575429,0.40772,0.19126,506
0,1.448183977,1.399815224,1.44127524,1.360896014,1.294464868,0.41398,0.19945,140
0,1.447890424,1.369956846,1.413467519,1.336326705,1.303763967,0.43954,0.14647,140
1,0.93866,0.9784,1.00027,0.90972,0.87168,0.19268,0.58234,7390
1,0.94982,0.92408,0.91649,0.89319,0.86944,0.30905,0.46098,18464
1,0.7618,0.79464,0.86109,0.89004,0.90314,0.32474,0.4552,589
1,0.89702,0.86697,0.85399,0.83637,0.81942,0.23651,0.50735,3034
0,0.961233455,1.068958514,1.140263857,1.153003574,1.210653753,0.58138,0.21748,303
0,0.931376201,0.99213239,1.049075764,1.072179097,1.117380859,0.48744,0.33401,736
0,0.968213549,1.031693628,1.142282738,1.154294553,1.191753069,0.48496,0.31709,6057
0,1.089039902,1.014209069,1.212415131,1.20911674,1.223750551,0.54948,0.79137,15
0,1.036505732,1.079552202,1.195557309,1.155561719,1.160415893,0.43712,0.21559,911
1,1.14286,1.03824,0.88912,0.812,0.78725,0.17856,0.9333,6
0,0.794672515,0.845115654,1.015929779,1.089716347,1.174577446,0.60136,0.38019,244
1,1.05772,1.07588,0.93647,0.87803,0.82678,0.36356,0.55135,267
0,1.056356626,1.027115859,1.200624325,1.179941003,1.159312759,0.74425,0.28401,70
0,1,1.040821,0.94202762,0.940477198,0.976276481,0,0,1
0,0.969151895,1.096779854,0.92753193,0.92982603,0.948451653,0,0,2
1,1.0467,0.98359,0.90745,0.88711,0.84963,0.26853,0.51629,479
0,1.013592272,1.112272818,1.26984127,1.182256692,1.182620213,0.53385,0.287,226
0,1.043993903,1.225895823,1.309140418,1.201460977,1.176000188,0.51737,0.43008,343
0,1.005530417,1.048481798,1.116819299,1.151105637,1.210580473,0.50264,0.2088,194
1,1.00746,0.96875,1.14953,1.25103,1.30361,0.00779,0.19058,3
0,1.119607689,1.069072793,0.924590406,0.817795224,0.776530153,0.7482,0.0611,6
0,0.811938747,0.857941969,1.099795438,1.146144941,1.207598208,0.69518,0.31179,206
0,0.919142991,0.996303713,1.07425232,1.107885932,1.16551475,0.42678,0.17348,1284
1,1.25593,1.14742,1.09383,0.96955,0.87905,0.37155,0.87091,388
0,1.077005924,1.318183017,1.294649215,1.156363468,1.03998752,0.59358,0.50932,356
0,0.74305246,0.831358856,0.955027744,1.048130136,1.162020521,0.66276,0.56698,509
1,1.07654,0.99152,1.07379,0.97007,0.87082,0.54977,0.62865,2041
0,0.712326816,0.691491201,0.750001875,1.020137515,1.138614989,0,0,2
1,1.4089,1.39608,1.3125,0.99015,0.88741,0,0,5
1,1.37037,1.35294,1.31818,0.95793,0.88484,0,0,1
1,1.40909,1.39766,1.32594,0.98117,0.85896,0.10732,2.14203,5
0,0.684209806,0.723405794,0.796609629,1.053330103,1.101176056,0,0,1
0,0.723997625,0.721651716,0.77419155,1.038961039,1.13265676,0,0,2
1,1.40741,1.42857,1.38462,1.03268,0.91415,0,0,1
1,1.47314,1.48802,1.33822,1.00282,0.84216,0.42719,0.61777,130
0,0.75392607,0.709199739,0.823818233,0.997974113,1.093266571,0.36704,0.23626,33
0,0.835638302,0.806081076,0.843974444,1.0333354,1.09179841,0.40682,0.1044,10
1,1.16129,1.09302,1.06452,0.88636,0.85455,0,0,1
0,1.248299192,1.333333333,1.180330965,0.946611132,0.905403448,0.31317,0.13341,2
0,0.667062457,0.650711227,0.740159578,1.027844302,1.179245283,0.64785,0.3694,871
1,1.59809,1.66435,1.41688,0.99671,0.86255,0.33494,0.8054,507
0,0.661681996,0.680637894,0.790114092,1.037570425,1.189060642,0.56228,0.34727,128
0,0.816333195,0.809113859,0.825348091,1.057753332,1.174480879,0.60866,0.46243,1450
0,0.654338921,0.717390992,0.83823702,1.016332463,1.126684393,0.866,0.00884,5
1,1.36639,1.43224,1.22338,0.97305,0.87118,0,0,4
0,0.757174226,0.689393678,0.792342799,1.027865432,1.16051016,2.4285,0.30954,8
0,0.785712602,0.758063905,0.890408519,1.061728919,1.134790404,0,0,1
1,1.81071,1.57975,1.32785,1.02443,0.8916,0.15629,0.61445,61
1,1.35484,1.34043,1.13846,0.92135,0.85088,0,0,1
1,1.25821,1.25254,1.17118,0.94287,0.83454,0.2654,0.58893,2174
1,1.0019,1.05487,1.16953,1.0092,0.8761,0.18798,0.48903,7
0,1.254736631,1.162790698,1.121956692,1.16814242,1.250468926,0.35327,0.21946,3
0,1.343742861,1.288892326,1.158735125,1.193331663,1.247193814,0,0,1
0,0.972034566,0.950037526,0.984406993,1.147104708,1.287664177,0.53976,0.24783,3841
0,1.14015985,1.026019864,1.079563856,1.21082966,1.319870653,0.48864,0.51145,34
0,1.229029681,1.258558196,1.207466976,1.181027967,1.241372461,0.42213,0.30074,952
0,0.9000009,0.872729812,0.92753193,1.083329722,1.358695652,0,0,1
0,1.178661512,1.170261319,1.07566207,1.106182454,1.232301076,0.48656,0.45965,499
0,0.732112657,0.683545688,0.766195456,0.788028274,0.743013813,0.92106,0.68601,4
0,1.317314786,1.435647118,1.272151335,1.233319356,1.330530349,0.45472,0.34367,16
1,0.84549,0.77256,0.82654,0.8539,0.78901,0.35469,0.65062,50
1,0.74043,0.7827,0.87407,0.86973,0.78772,0.2856,0.37067,1369
1,1.14093,1.05816,0.99901,0.94689,0.87807,0.28909,0.51983,6204
0,1.080368622,1.085882442,1.081268111,1.108905621,1.183810212,0.46488,0.23665,5056
0,1.143432126,1.070984878,1.070480432,1.127268628,1.264190539,0.52823,0.25546,7773
1,0.89698,0.92211,0.94188,0.91297,0.95568,0.1822,0.41537,3312
1,0.99829,1.00798,0.9996,0.94207,0.93678,0.19036,0.40436,1703
1,0.97881,1.0221,1.00707,0.9306,0.94088,0.18453,0.33654,3963
1,0.90728,0.9,0.9209,0.81339,0.86467,0.28685,1.72185,5
1,0.73113,0.83943,0.95962,1.00658,1.00022,0.19493,0.35663,232
0,0.893503337,1.211798066,1.245609227,1.157621782,1.127917076,0.49,0.2035,44
0,0.946602172,1.013623094,1.048163094,1.089633229,1.092979791,0.28996,0.29482,201
0,0.753114127,0.802722836,0.894118489,1.021054136,1.098695848,0,0,1
0,0.884681736,0.801519681,0.858383835,0.998302885,1.063569552,0.77486,0.41663,9
0,0.966996412,1.043797754,1.046452004,1.069278558,1.052664821,0.27779,0.16216,178
1,1.01577,1.14327,1.09695,1.01969,1.04297,0.52936,0.38119,27
1,0.79753,0.88338,0.95292,0.96456,1.05925,0.11923,0.292,105
1,0.92005,1.01608,1.05389,1.00579,1.04101,0.14559,0.47701,315
1,0.94299,0.96552,0.98361,0.98362,1.03689,0.17025,0.26507,316
0,0.919624793,0.983835581,1.046276824,1.047877524,0.934762897,0.63626,0.34482,18
1,0.9593,0.99262,0.99669,0.9739,1.02976,0.20229,0.32192,595
1,0.762131224,0.80666629,0.902176953,1,1.008166146,0,0,2
0,1.12178049,1.130697301,1.08115121,1.01836105,1.049736516,1.76866,0.34928,22
1,1.25192,1.20486,1.08163,1.02259,1.02884,0.11598,0.19211,14
1,1.37742,1.32305,1.15179,1.02901,1.04217,0,0,4
0,1,0.996502277,0.976743732,0.99000099,1.059827248,0,0,1
0,1.394719592,1.232118875,1.145081873,1.065098841,0.952816526,0.26552,0.26089,53
0,1.092215778,1.002958728,0.961427528,0.983100502,0.952199581,1.00549,0.25619,132
0,1.17575,1.10924,0.9878,0.92457,0.91086,0,0,1
0,1.2,1.04167,0.97561,0.94175,0.93428,0,0,1
0,1.04921,0.96641,0.90661,0.92708,0.94277,0,0,3
1,0.989932388,1.023489074,1.017366445,1.04310093,1.063614801,0,0,5
1,0.728098788,0.842815002,0.924137549,0.952943643,1.050817536,0.18736,0.09226,40
0,0.909413337,1.080742254,1.089846985,1.068376068,1.059647561,0.0572,0.02683,9
1,0.82483,0.74537,0.80536,0.8731,0.96956,0.13968,0.44486,32
1,0.98361,0.92404,0.89106,0.82425,0.87865,0.15491,0.43422,242
1,1.07258,1.0665,1.03838,0.97373,0.98439,0.17196,0.38798,594
0,0.959969281,0.967529703,0.995094186,1.061638746,1.072156106,0.32985,0.14265,3869
0,1.22727,1.11475,1.02532,0.97059,1.025,0,0,1
0,1.110444844,1.198480327,1.035893717,1.036033236,1.016497759,0.15498,0.06796,7
1,0.90555,0.84547,0.79282,0.83654,0.94388,0,0,2
0,1.034746797,1.054607581,1.054040665,1.063286832,1.066621157,0.66922,0.17739,152
1,1.02388729,0.939390523,1.051945046,1.051546825,0.930223905,0,0,1
1,1.04814,1.11864,1.11184,1.06562,0.93471,0,0,1
1,0.99308,0.94739,0.92435,0.92709,0.97601,0.10493,0.42218,113
1,0.844958555,0.739152931,0.785508931,0.824599451,0.892124326,0.10919,0.07102,14
0,1.167188011,1.088589406,1.061514782,1.101649169,1.06713336,0.48597,0.1931,588
1,1.01163,1.13047,1.0929,0.98832,0.9347,0.31952,0.51052,309
1,1.384006422,1.330565757,1.096250822,0.975704947,0.941504336,0.60461,0.62513,14
1,1.06043,0.99674,0.98051,0.95656,0.94305,0.19813,0.29364,147
0,1.029357269,0.962306456,0.980844114,1.088139282,1.095062364,0.37672,0.22098,85
1,0.97973,0.97698,0.97015,0.90358,0.8891,0.17021,0.41709,11269
1,0.9289,0.97725,0.97572,0.88022,0.85513,0.15803,0.44385,834
1,0.96974,0.8105,0.82303,0.84917,0.83046,0.1542,0.59643,197
1,1.03454,1.38372,1.19106,0.90381,0.74208,0.13116,0.54805,4
0,0.945948503,0.723076256,0.783134417,0.989246886,1.184469239,0,0,1
0,0.66683,0.68925,0.79288,1.01401,1.16129,0.31371,0.48096,12
1,1.041406315,1.474404341,1.262546556,0.976162121,0.915901889,1.16035,0.2085,29
1,1.8202,1.58291,1.3283,1.06593,0.87664,0,0,4
1,0.93473,0.98421,0.97651,0.87607,0.84586,0.22221,0.43005,1365
0,0.964282959,1.035293143,1.053230257,1.053485457,1.052421095,0.49447,0.22902,1689
1,0.614035626,0.662651002,0.849458895,0.901957247,0.959748162,0,0,1
0,1.48528822,1.561938678,1.160995205,1.083106783,1.042176899,0.92268,0.17557,4
1,0.8197,0.74422,0.93777,0.96521,0.95636,0.12459,0.83733,8
1,0.71963,0.72561,0.9382,0.96939,0.9664,0.25523,1.21197,2
1,0.60453,0.63857,0.85507,0.92857,0.88313,0.60456,2.89452,3
1,0.58323,0.65968,0.8514,0.9051,0.94688,0.28624,0.97918,37
1,0.491888754,0.658154535,0.829455628,0.858450154,0.918206192,0,0,4
1,0.62432,0.67597,0.88306,0.92308,0.95403,0.25522,0.66518,66
0,1.58694,1.36986,1.08283,1.03694,1.04307,0,0,4
1,0.61756,0.69125,0.88664,0.93402,0.92312,0.63229,1.23089,34
1,0.74202,0.73104,0.90147,0.92769,0.9266,0.3192,0.57039,350
1,0.71383,0.68846,0.86712,0.90802,0.95878,0.30305,0.76831,45
0,1.589395553,1.373494307,1.072708159,1.049020739,1.056066574,0.37033,0.45138,32
0,1.38759,1.42105,1.10976,1.05376,1.02609,0,0,1
0,1.24593,1.31667,1.08537,1.04255,1.04754,0,0,1
1,0.82756,0.79023,0.94534,0.98326,0.97834,0.38739,0.18086,27
1,0.85112,0.79416,0.95145,0.99201,0.97211,0.38434,0.29476,14
0,1.304631442,1.263934882,1.080228576,1.060276732,1.066939803,0.30627,0.34835,255
1,0.63791,0.67845,0.84486,0.85302,0.92549,0.18421,0.67612,5
0,1.57929,1.36885,1.04598,1.00508,1.01433,0,0,2
0,1.402662253,1.325679742,1.056948379,1.027147509,1.019222537,0.37644,0.28501,62
0,1.504370195,1.353125042,1.094115845,1.083646688,1.048064225,0.88299,0.27016,34
0,1.35774,1.44654,1.17576,1.12632,1.04219,0,0,2
0,1.42857,1.59259,1.18987,1.10753,1.06897,0,0,1
0,1.289241282,1.266544234,1.0289442,0.997745096,1.008623733,0.2557,0.17543,16
0,1.24811223,1.214550313,1.070056606,1.053063889,1.054919088,0.25226,0.23923,126
0,1.039112183,1.15782283,1.030449791,1.04304653,1.025556877,0.44401,0.23104,92
0,1.001542375,1.077145135,1.056245049,0.987810419,0.937998312,0.32119,0.15008,921
0,1.243239883,1.190051172,1.058929422,1.002355536,0.94793918,0.29005,0.15839,8
1,1.04454,1.10867,1.07531,1.0016,1.0121,0.1728,0.30586,559
1,0.99942,0.95608,0.94264,0.94217,0.94923,0.17853,0.36754,14632
1,0.92513,0.92458,0.95302,0.93404,0.9366,0.16492,0.39664,2249
1,0.95491,0.92002,0.92274,0.87412,0.85272,0.17127,0.41435,6177
0,1.165270284,1.17674747,1.170343496,1.228289975,1.270228387,0.3804,0.17651,1565
1,0.84524,0.87963,0.92364,0.91477,0.88679,0,0,2
1,0.90288,0.92857,0.90278,0.92047,0.89176,0.11102,0.33234,8
0,0.987059648,0.973671912,0.980911463,1.022338087,1.076368333,0.39985,0.15584,499
1,0.93231,0.90053,0.91827,0.90032,0.87659,0.14927,0.40683,817
1,0.90479,0.9442,0.9435,0.90625,0.85626,0.21869,0.50166,198
1,1.00065,0.95213,0.91973,0.87698,0.84095,0.09924,0.21768,35
0,1.160456291,1.135383078,1.136311986,1.210932297,1.258526517,0.41419,0.1534,1166
1,0.90823,0.90551,0.88442,0.81069,0.78853,0.10598,0.416,96
0,1.119845909,1.160200483,1.141956628,1.162547374,1.190802243,0.41175,0.16121,2609
0,1.374022726,1.401522053,1.2875647,1.264110635,1.254154386,0.3711,0.09581,84
0,1.31147541,1.227475819,1.141721945,1.151277918,1.146263182,0.8513,0.46468,14
0,1.297740634,1.142426285,1.155001155,1.217641185,1.223466079,0.44552,0.136,149
0,1.085257857,1.08182959,1.083576235,1.154014818,1.201547593,0.39178,0.17667,3726
0,1.120435625,1.123848056,1.129433025,1.130722871,1.059456711,0.50799,0.24957,7452
0,1.041970575,1.112829815,1.130684516,1.044462781,0.959232614,0.3576,0.75857,11
0,1.337309601,1.340428669,1.267668124,1.150218542,0.996720789,0.30253,0.3642,247
1,0.805808266,0.798447817,0.833333333,0.928143157,1.01432223,0,0,2
0,1.384102202,1.361433317,1.328479953,1.232483331,1.100848754,0.78655,0.1887,10
0,1.24198917,1.234796567,1.219973405,1.104691625,1.019575856,0.4241,0.45524,31
1,0.88025,0.8814,0.88563,0.87691,0.92985,0.27476,0.49123,7097
0,1.087370195,1.088364297,1.090607687,1.144623133,1.096936257,0.4753,0.2525,3352
1,0.75185,0.59412,0.65485,0.73274,0.76005,0.17135,0.41165,8
1,0.92243,0.91085,0.91752,0.86831,0.89701,0.16405,0.31536,624
0,1.18686,1.16346,1.03378,1.02286,1.08738,0,0,2
0,1.141813199,1.195242933,1.012463425,1.041851161,1.067418129,0.5048,0.30987,26
0,1.13592,0.99107,0.9375,0.95722,0.98051,0,0,2
1,1.01068,0.84938,0.90652,0.9119,0.95962,0.27163,0.34363,34
0,1.020272821,1.26000126,1.171426563,1.185185185,1.25274037,0,0,1
1,0.77512,0.76003,0.92672,0.91023,0.90325,0.08788,1.06462,14
1,0.8559,0.78128,0.91533,0.89784,0.84687,0.35243,0.35559,70
0,1.02703,0.93443,0.88372,0.9068,1.00227,0,0,1
1,0.995639101,1.174798228,1.131528922,1.071880292,1.010427613,0.09481,0.24019,7
1,0.93505,0.79839,0.897,0.91212,0.9412,0.28776,0.4034,273
1,1.05803,0.93644,0.92768,0.90804,0.94836,0.26435,0.47962,625
1,0.973766724,1.015042936,1.027633053,0.99553007,0.986310017,0.18229,0.0387,15
1,1.12059,0.88889,0.92169,0.97222,0.99001,0,0,1
1,1.1875,0.94323,0.92208,0.96629,0.96453,0,0,1
0,1.109040901,1.062496016,1.076136669,1.178147716,1.221433719,0.34349,0.14556,628
0,1.045620419,0.960485622,1.029929759,1.179314818,1.277155519,0.36159,0.19313,563
0,1.119670369,1.095518235,1.098840723,1.23067835,1.235360972,0.36992,0.17317,1727
0,1.053019534,1.184342986,1.171604982,1.165786498,1.099843822,0.4067,0.16435,316
1,0.96512,0.8496,0.85488,0.83648,0.89806,0.11513,0.55929,33
1,1.01124,0.86823,0.87422,0.87435,0.93643,0.14673,0.27951,142
1,1.15697,0.99389,0.92952,0.87346,0.89635,0.10773,0.34872,41
0,1.135138203,1.202848345,1.142713487,1.154507776,1.02961163,0.41652,0.11602,43
1,0.92227,0.75421,0.79498,0.83902,0.85245,0.15711,0.8276,38
1,0.95136,0.90565,0.89479,0.86739,0.9094,0.1892,0.41561,161
0,1.071007818,1.369469057,1.320149441,1.201590906,1.050100285,0.64022,0.40833,6
1,0.59347,0.58376,0.7214,0.79682,0.87893,0.10479,0.13058,5
0,1.07514165,1.130071194,1.103216981,1.123292595,1.090001417,0.37738,0.21752,4204
0,1.194443449,1.176014018,1.139627114,1.110432513,1.126379815,0,0,2
1,1.00499,1.01191,1.00983,0.95407,0.9739,0.3668,0.51527,733
0,1.040658529,1.093111213,1.028267062,1.073157121,1.082215945,0.4174,0.33852,848
1,0.96515,0.9686,0.98419,0.94377,0.94644,0.21748,0.32792,525
1,0.99963,1.02603,1.0032,0.94886,0.93609,0.26933,0.59432,195
1,0.95409,0.96882,0.99554,0.96106,0.95572,0.31278,0.47356,755
0,1.043917614,1.125099853,1.117705574,1.176484429,1.129139708,0.35527,0.19853,2021
1,0.97145,0.72733,0.72338,0.78636,0.80296,0.27394,0.6524,44
1,0.99419,0.83455,0.85478,0.86399,0.93072,0.16505,0.40873,859
1,0.89296,0.88183,0.87297,0.79179,0.79533,0.15894,0.35097,164
1,0.78049,0.85185,0.89583,0.89474,0.87358,0,0,1
0,1.225805661,1.18604265,1.126989136,1.209877439,1.253117129,0,0,1
0,1.237501238,1.152179924,1.138459437,1.19047619,1.146788991,0,0,1
1,0.82294,0.71507,0.82984,0.87906,0.87686,0.08163,1.64852,11
0,1.20465,1.31873,1.22588,1.27561,1.30309,0.24694,0.36274,274
0,1.071099591,1.116582365,1.107333872,1.156978897,1.168729474,0.42044,0.19577,593
0,1.031002237,1.198825151,1.126392503,1.163074704,1.181418648,0.40819,0.21062,45
0,1.107431976,1.099263493,1.058447469,1.106733366,1.079004726,0.48494,0.17471,200
1,0.85563,0.8292,0.77731,0.71838,0.73927,0.21685,0.39215,1618
1,0.99302,0.92617,0.84495,0.77813,0.78664,0.20777,0.42359,3189
0,0.875020782,0.957395883,1.092215778,1.303611002,1.363809939,0.52949,0.2196,28
0,0.931428252,1.057171854,1.142517652,1.195342944,1.224679746,0.37307,0.18315,402
0,1.033143235,1.064849324,1.13566675,1.199127036,1.204833793,0.44966,0.28705,1422
0,0.899240142,0.906807403,1.097128814,1.205356605,1.296512382,3.73621,0.18548,12
1,0.99406,0.91527,0.85595,0.83335,0.82397,0.21529,0.42014,2462
1,1.02592,0.98121,0.92891,0.84575,0.806,0.25302,0.40985,869
0,0.971005768,0.956818769,1.05680317,1.221926245,1.306660046,0.4142,0.21985,1033
0,1.027854867,1.040452805,1.129522325,1.210917633,1.286736322,0.48951,0.19263,412
0,1.121616923,1.323223903,1.400854521,1.409721439,1.400462153,0,0,2
1,0.85016,0.87329,0.84867,0.80044,0.76633,0.24346,0.42998,1371
1,0.94943,0.89441,0.85277,0.80152,0.75315,0.2088,0.4535,1274
1,0.98226,0.94012,0.85838,0.79967,0.77875,0.23589,0.42074,1807
1,0.95622,0.9203,0.89409,0.86487,0.80878,0.31897,0.63679,635
1,0.97183,1.01435,0.96528,0.8191,0.73525,0,0,2
1,1.32069,1.15211,0.97702,0.80559,0.71297,0.23769,0.63511,97
